Verb Conjugation Drill Italian
RU;IT;Verb;Tense;Group;Rank
мы верили, что она ошиблась в номере (sbagliare numero);Noi credevamo che lei sbagliasse il numero.;sbagliare;Congiuntivo Imperfetto;regular_ciare_giare;682
они надеялись, что мы ошибемся в номере (sbagliare numero);Loro speravano che noi sbagliassimo il numero.;sbagliare;Congiuntivo Imperfetto;regular_ciare_giare;682
он боялся, что вы ошибетесь в номере (sbagliare numero);Lui temeva che voi sbagliaste il numero.;sbagliare;Congiuntivo Imperfetto;regular_ciare_giare;682
я верила, что они ошиблись в номере (sbagliare numero);Io credevo che loro sbagliassero il numero.;sbagliare;Congiuntivo Imperfetto;regular_ciare_giare;682
он думает, что я ошибся в номере (sbagliare numero);Lui pensa che io abbia sbagliato numero.;sbagliare;Congiuntivo Passato;regular_ciare_giare;682
она думает, что ты ошибся в номере (sbagliare numero);Lei pensa che tu abbia sbagliato numero.;sbagliare;Congiuntivo Passato;regular_ciare_giare;682
я думаю, что он ошибся в номере (sbagliare numero);Io penso che lui abbia sbagliato numero.;sbagliare;Congiuntivo Passato;regular_ciare_giare;682
мы думаем, что она ошиблась в номере (sbagliare numero);Noi pensiamo che lei abbia sbagliato numero.;sbagliare;Congiuntivo Passato;regular_ciare_giare;682
ты думаешь, что мы ошиблись в номере (sbagliare numero);Tu pensi che noi abbiamo sbagliato numero.;sbagliare;Congiuntivo Passato;regular_ciare_giare;682
он думает, что вы ошиблись в номере (sbagliare numero);Lui pensa che voi abbiate sbagliato numero.;sbagliare;Congiuntivo Passato;regular_ciare_giare;682
я думаю, что они ошиблись в номере (sbagliare numero);Io penso che loro abbiano sbagliato numero.;sbagliare;Congiuntivo Passato;regular_ciare_giare;682
я ошибаюсь во всем (sbagliare tutto);Io sbaglio tutto.;sbagliare;Presente;regular_ciare_giare;682
ты ошибаешься во всем (sbagliare tutto);Tu sbagli tutto.;sbagliare;Presente;regular_ciare_giare;682
он ошибается во всем (sbagliare tutto);Lui sbaglia tutto.;sbagliare;Presente;regular_ciare_giare;682
она ошибается во всем (sbagliare tutto);Lei sbaglia tutto.;sbagliare;Presente;regular_ciare_giare;682
мы ошибаемся во всем (sbagliare tutto);Noi sbagliamo tutto.;sbagliare;Presente;regular_ciare_giare;682
вы ошибаетесь во всем (sbagliare tutto);Voi sbagliate tutto.;sbagliare;Presente;regular_ciare_giare;682
они ошибаются во всем (sbagliare tutto);Loro sbagliano tutto.;sbagliare;Presente;regular_ciare_giare;682
я ошибался во всем (sbagliare tutto);Io sbagliavo tutto.;sbagliare;Imperfetto;regular_ciare_giare;682
ты ошибался во всем (sbagliare tutto);Tu sbagliavi tutto.;sbagliare;Imperfetto;regular_ciare_giare;682
он ошибался во всем (sbagliare tutto);Lui sbagliava tutto.;sbagliare;Imperfetto;regular_ciare_giare;682
она ошибалась во всем (sbagliare tutto);Lei sbagliava tutto.;sbagliare;Imperfetto;regular_ciare_giare;682
мы ошибались во всем (sbagliare tutto);Noi sbagliavamo tutto.;sbagliare;Imperfetto;regular_ciare_giare;682
вы ошибались во всем (sbagliare tutto);Voi sbagliavate tutto.;sbagliare;Imperfetto;regular_ciare_giare;682
они ошибались во всем (sbagliare tutto);Loro sbagliavano tutto.;sbagliare;Imperfetto;regular_ciare_giare;682
я всё (tutto) совершил ошибку (sbagliare);Io sbagliai tutto.;sbagliare;Passato Remoto;regular_ciare_giare;682
ты всё (tutto) совершил ошибку (sbagliare);Tu sbagliasti tutto.;sbagliare;Passato Remoto;regular_ciare_giare;682
он всё (tutto) совершил ошибку (sbagliare);Lui sbagliò tutto.;sbagliare;Passato Remoto;regular_ciare_giare;682
она всё (tutto) совершила ошибку (sbagliare);Lei sbagliò tutto.;sbagliare;Passato Remoto;regular_ciare_giare;682
мы всё (tutto) совершили ошибку (sbagliare);Noi sbagliammo tutto.;sbagliare;Passato Remoto;regular_ciare_giare;682
вы всё (tutto) совершили ошибку (sbagliare);Voi sbagliaste tutto.;sbagliare;Passato Remoto;regular_ciare_giare;682
они всё (tutto) совершили ошибку (sbagliare);Loro sbagliarono tutto.;sbagliare;Passato Remoto;regular_ciare_giare;682
я всё сделал неправильно (sbagliare tutto);Io ho sbagliato tutto.;sbagliare;Passato Prossimo;regular_ciare_giare;682
ты всё сделал неправильно (sbagliare tutto);Tu hai sbagliato tutto.;sbagliare;Passato Prossimo;regular_ciare_giare;682
он всё сделал неправильно (sbagliare tutto);Lui ha sbagliato tutto.;sbagliare;Passato Prossimo;regular_ciare_giare;682
она всё сделала неправильно (sbagliare tutto);Lei ha sbagliato tutto.;sbagliare;Passato Prossimo;regular_ciare_giare;682
мы всё сделали неправильно (sbagliare tutto);Noi abbiamo sbagliato tutto.;sbagliare;Passato Prossimo;regular_ciare_giare;682
вы всё сделали неправильно (sbagliare tutto);Voi avete sbagliato tutto.;sbagliare;Passato Prossimo;regular_ciare_giare;682
они всё сделали неправильно (sbagliare tutto);Loro hanno sbagliato tutto.;sbagliare;Passato Prossimo;regular_ciare_giare;682
я уже всё перепутал (sbagliare tutto);Io avevo sbagliato tutto.;sbagliare;Trapassato Prossimo;regular_ciare_giare;682
ты уже всё перепутал (sbagliare tutto);Tu avevi sbagliato tutto.;sbagliare;Trapassato Prossimo;regular_ciare_giare;682
он уже всё перепутал (sbagliare tutto);Lui aveva sbagliato tutto.;sbagliare;Trapassato Prossimo;regular_ciare_giare;682
она уже всё перепутала (sbagliare tutto);Lei aveva sbagliato tutto.;sbagliare;Trapassato Prossimo;regular_ciare_giare;682
мы уже всё перепутали (sbagliare tutto);Noi avevamo sbagliato tutto.;sbagliare;Trapassato Prossimo;regular_ciare_giare;682
вы уже всё перепутали (sbagliare tutto);Voi avevate sbagliato tutto.;sbagliare;Trapassato Prossimo;regular_ciare_giare;682
они уже всё перепутали (sbagliare tutto);Loro avevano sbagliato tutto.;sbagliare;Trapassato Prossimo;regular_ciare_giare;682
я ошибусь во всем (sbagliare tutto);Io sbaglierò tutto.;sbagliare;Futuro Semplice;regular_ciare_giare;682
ты ошибешься во всем (sbagliare tutto);Tu sbaglierai tutto.;sbagliare;Futuro Semplice;regular_ciare_giare;682
он ошибится во всем (sbagliare tutto);Lui sbaglierà tutto.;sbagliare;Futuro Semplice;regular_ciare_giare;682
она ошибится во всем (sbagliare tutto);Lei sbaglierà tutto.;sbagliare;Futuro Semplice;regular_ciare_giare;682
мы ошибемся во всем (sbagliare tutto);Noi sbaglieremo tutto.;sbagliare;Futuro Semplice;regular_ciare_giare;682
вы ошибетесь во всем (sbagliare tutto);Voi sbaglierete tutto.;sbagliare;Futuro Semplice;regular_ciare_giare;682
они ошибутся во всем (sbagliare tutto);Loro sbaglieranno tutto.;sbagliare;Futuro Semplice;regular_ciare_giare;682
к тому времени я уже всё ошибусь (sbagliare tutto);Io avrò sbagliato tutto.;sbagliare;Futuro Anteriore;regular_ciare_giare;682
к тому времени ты уже всё ошибешься (sbagliare tutto);Tu avrai sbagliato tutto.;sbagliare;Futuro Anteriore;regular_ciare_giare;682
к тому времени он уже всё ошибется (sbagliare tutto);Lui avrà sbagliato tutto.;sbagliare;Futuro Anteriore;regular_ciare_giare;682
к тому времени она уже всё ошибется (sbagliare tutto);Lei avrà sbagliato tutto.;sbagliare;Futuro Anteriore;regular_ciare_giare;682
к тому времени мы уже всё ошибемся (sbagliare tutto);Noi avremo sbagliato tutto.;sbagliare;Futuro Anteriore;regular_ciare_giare;682
к тому времени вы уже всё ошибетесь (sbagliare tutto);Voi avrete sbagliato tutto.;sbagliare;Futuro Anteriore;regular_ciare_giare;682
к тому времени они уже всё ошибутся (sbagliare tutto);Loro avranno sbagliato tutto.;sbagliare;Futuro Anteriore;regular_ciare_giare;682
я бы всё (tutto) перепутал (sbagliare);Io sbaglierei tutto.;sbagliare;Condizionale Presente;regular_ciare_giare;682
ты бы всё (tutto) перепутал (sbagliare);Tu sbaglieresti tutto.;sbagliare;Condizionale Presente;regular_ciare_giare;682
он бы всё (tutto) перепутал (sbagliare);Lui sbaglierebbe tutto.;sbagliare;Condizionale Presente;regular_ciare_giare;682
она бы всё (tutto) перепутала (sbagliare);Lei sbaglierebbe tutto.;sbagliare;Condizionale Presente;regular_ciare_giare;682
мы бы всё (tutto) перепутали (sbagliare);Noi sbaglieremmo tutto.;sbagliare;Condizionale Presente;regular_ciare_giare;682
вы бы всё (tutto) перепутали (sbagliare);Voi sbagliereste tutto.;sbagliare;Condizionale Presente;regular_ciare_giare;682
они бы всё (tutto) перепутали (sbagliare);Loro sbaglierebbero tutto.;sbagliare;Condizionale Presente;regular_ciare_giare;682
я бы всё (tutto) совершил ошибку (sbagliare);Io avrei sbagliato tutto.;sbagliare;Condizionale Passato;regular_ciare_giare;682
ты бы всё (tutto) совершил ошибку (sbagliare);Tu avresti sbagliato tutto.;sbagliare;Condizionale Passato;regular_ciare_giare;682
он бы всё (tutto) совершил ошибку (sbagliare);Lui avrebbe sbagliato tutto.;sbagliare;Condizionale Passato;regular_ciare_giare;682
она бы всё (tutto) совершила ошибку (sbagliare);Lei avrebbe sbagliato tutto.;sbagliare;Condizionale Passato;regular_ciare_giare;682
мы бы всё (tutto) совершили ошибку (sbagliare);Noi avremmo sbagliato tutto.;sbagliare;Condizionale Passato;regular_ciare_giare;682
вы бы всё (tutto) совершили ошибку (sbagliare);Voi avreste sbagliato tutto.;sbagliare;Condizionale Passato;regular_ciare_giare;682
они бы всё (tutto) совершили ошибку (sbagliare);Loro avrebbero sbagliato tutto.;sbagliare;Condizionale Passato;regular_ciare_giare;682
он хочет, чтобы я всё сделал неправильно (sbagliare tutto);Lui vuole che io sbagli tutto.;sbagliare;Congiuntivo Presente;regular_ciare_giare;682
она боится, что ты всё сделаешь неправильно (sbagliare tutto);Lei teme che tu sbagli tutto.;sbagliare;Congiuntivo Presente;regular_ciare_giare;682
я думаю, что он всё сделает неправильно (sbagliare tutto);Io penso che lui sbagli tutto.;sbagliare;Congiuntivo Presente;regular_ciare_giare;682
мы верим, что она всё сделает неправильно (sbagliare tutto);Noi crediamo che lei sbagli tutto.;sbagliare;Congiuntivo Presente;regular_ciare_giare;682
ты думаешь, что мы всё сделаем неправильно (sbagliare tutto);Tu pensi che noi sbagliamo tutto.;sbagliare;Congiuntivo Presente;regular_ciare_giare;682
