rank	original	lemma	POS	tag
7392	sposta	spostare	VERB	V
7393	american	american	NOUN	S
7394	combinando	combinare	VERB	V
7395	grandezza	grandezza	NOUN	S
7396	percy	percy	NOUN	SP
7397	tenerli	tenere li	VERB	V_PC
7398	rocky	Rocky	NOUN	S
7399	ammettilo	ammettilare	ADV	B
7400	definizione	definizione	NOUN	S
7401	osare	osare	VERB	V
7402	sudore	sudore	NOUN	S
7403	bud	bud	NOUN	S
7404	alzarsi	alzare si	VERB	V_PC
7405	tradire	tradire	VERB	V
7406	shepherd	shepherd	NOUN	S
7407	pancake	pancake	NOUN	S
7408	gelosia	gelosia	NOUN	S
7409	gallina	gallina	NOUN	S
7410	aquila	aquila	NOUN	S
7411	bestiame	Bestiame	NOUN	S
7412	riservata	riservare	VERB	A
7413	lite	Lite	NOUN	S
7414	furba	furbo	ADJ	A
7415	like	like	X	SW
7416	ometto	ometto	NOUN	S
7417	svizzera	svizzero	NOUN	S
7418	riuniti	riunito	VERB	V
7419	muso	muso	NOUN	S
7420	approvato	approvare	VERB	V
7421	teorie	teoria	NOUN	S
7422	marc	Marc	PROPN	SP
7423	bè	bè	ADV	B
7424	benone	benone	NOUN	S
7425	esclusiva	esclusivo	ADJ	A
7426	broadway	broadway	NOUN	S
7427	infantile	infantile	ADJ	A
7428	pacifico	pacifico	ADJ	A
7429	butti	buttere	VERB	V
7430	caviglia	Caviglia	NOUN	S
7431	presentata	presentare	VERB	V
7432	hudson	Hudson	PROPN	SP
7433	enterprise	enterprise	NOUN	S
7434	giubbotto	giubbotto	NOUN	S
7435	marilyn	Marilyn	PROPN	SP
7436	frocio	frocio	ADJ	A
7437	piccolino	piccolino	ADJ	A
7438	costano	costare	VERB	V
7439	residenza	residenza	NOUN	S
7440	pesa	pesare	VERB	V
7441	rossetto	rossettare	ADJ	A
7442	poesie	poesia	NOUN	S
7443	aspettative	aspettativa	NOUN	S
7444	giganti	gigante	ADJ	S
7445	iniziale	iniziale	ADJ	A
7446	pecore	pecora	NOUN	S
7447	marvin	Marvin	PROPN	SP
7448	kirk	Kirk	NOUN	SP
7449	eletto	eleggere	VERB	V
7450	fuma	fumare	VERB	V
7451	frena	frenare	VERB	V
7452	scritte	scrivere	NOUN	V
7453	servivano	servire	VERB	V
7454	emotivo	emotivo	ADJ	S
7455	or	or	ADP	E
7456	cervo	cervo	NOUN	S
7457	rimarra	rimarra	VERB	V
7458	frutti	frutto	NOUN	S
7459	attivato	attivare	VERB	V
7460	incredibili	incredibile	ADJ	A
7461	toccata	toccare	VERB	V
7462	fica	ficare	NOUN	S
7463	scambiato	scambiare	VERB	V
7464	dirigere	dirigere	VERB	V
7465	pensero	pensero	VERB	V
7466	maglione	maglione	NOUN	S
7467	sponsor	sponsor	NOUN	S
7468	stima	stima	NOUN	S
7469	bacon	bacon	NOUN	S
7470	rimesso	rimettere	VERB	V
7471	offeso	offendere	VERB	V
7472	rivisto	rivirre	VERB	V
7473	sentimentale	sentimentale	ADJ	A
7474	tana	tana	NOUN	S
7475	seo	seo	NOUN	SP
7476	cedere	cedere	VERB	V
7477	convincerlo	convincere lo	VERB	V_PC
7478	franchi	franco	NOUN	S
7479	sputa	sputare	VERB	V
7480	disegnare	disegnare	VERB	V
7481	punteggio	punteggio	NOUN	S
7482	toccarlo	toccare lo	VERB	V_PC
7483	soo	soo	NOUN	DI
7484	vigilia	vigilia	NOUN	S
7485	disponibili	disponibile	ADJ	A
7486	sasso	sasso	NOUN	S
7487	iscritto	iscritto	VERB	A
7488	sottomarino	sottomarino	NOUN	S
7489	umile	umile	ADJ	A
7490	keller	Keller	PROPN	SP
7491	cuba	cuba	PROPN	SP
7492	vescovo	vescovo	NOUN	S
7493	stufato	stufare	VERB	A
7494	lupin	Lupin	NOUN	SP
7495	fottutamente	fottutamente	ADV	B
7496	disperatamente	disperatamente	ADV	B
7497	sacrifici	sacrificio	NOUN	S
7498	accompagnare	accompagnare	VERB	V
7499	interrogare	interrogare	VERB	V
7500	seme	seme	NOUN	S
7501	bruciata	bruciare	VERB	V
7502	libretto	libretto	NOUN	S
7503	litri	litro	NOUN	S
7504	alzata	alzare	VERB	V
7505	farmacia	farmacia	NOUN	S
7506	odiare	odiare	VERB	V
7507	determinato	determinare	VERB	V
7508	ciccione	ciccione	NOUN	A
7509	toglie	togliere	VERB	V
7510	politiche	politica	NOUN	S
7511	cognato	cognare	NOUN	S
7512	rallentare	rallentare	VERB	V
7513	fornire	fornire	VERB	V
7514	portarli	portare li	VERB	V_PC
7515	liberarmi	liberare mi	VERB	V_PC
7516	bridget	Bridget	VERB	V
7517	piega	piegare	NOUN	S
7518	discrezione	discrezione	NOUN	S
7519	propongo	propongo	VERB	V
7520	chiudiamo	chiudere	VERB	V
7521	woody	Woody	NOUN	S
7522	macchie	macchia	NOUN	S
7523	frequentato	frequentare	VERB	V
7524	nasconderti	nascondere ti	VERB	V_PC
7525	maurice	Maurice	PROPN	SP
7526	gemella	Gemella	PROPN	SP
7527	condiviso	condividere	VERB	V
7528	dozzine	dozzina	NOUN	S
7529	amarti	amare ti	VERB	V_PC
7530	voluta	volere	VERB	V
7531	scrittura	scrittura	NOUN	S
7532	nadia	Nadia	PROPN	SP
7533	orchestra	orchestra	ADV	S
7534	enrico	enrico	PROPN	SP
7535	scambiare	scambiare	VERB	V
7536	imparando	imparare	VERB	V
7537	tonnellate	tonnellata	NOUN	S
7538	mini	mini	ADJ	A
7539	scherza	scherzare	VERB	V
7540	ucciderai	uccidere ai	VERB	V_PC
7541	spettacolare	spettacolare	ADJ	A
7542	lake	lake	PROPN	SP
7543	tirarti	tirare ti	VERB	V_PC
7544	senno	senno	NOUN	S
7545	contadini	contadino	NOUN	S
7546	rilassarti	rilassare ti	VERB	V_PC
7547	riposati	riposare	VERB	V
7548	aah	aah	ADJ	A
7549	dispiaccia	dispiacciare	VERB	V
7550	immediato	immediato	ADJ	A
7551	notiziario	notiziario	NOUN	S
7552	riempito	riempire	VERB	V
7553	bambole	bambola	NOUN	S
7554	impiccato	impiccare	VERB	V
7555	procurato	procurare	VERB	V
7556	decido	decidere	VERB	V
7557	altare	altare	NOUN	S
7558	divertirti	divertire ti	VERB	V_PC
7559	esposizione	esposizione	NOUN	S
7560	tecniche	tecnica	NOUN	S
7561	scomparire	scomparire	VERB	V
7562	news	news	NOUN	S
7563	disposti	disposto	ADJ	A
7564	des	des	ADP	E
7565	provano	provare	VERB	V
7566	tavoli	tavolo	NOUN	S
7567	depresso	deprettere	VERB	V
7568	lenti	lente	NOUN	S
7569	decise	decidere	VERB	V
7570	pubblici	pubblico	ADJ	A
7571	composto	comporre	VERB	V
7572	dawson	dawson	NOUN	SP
7573	stessimo	stessimo	ADJ	B
7574	pan	pano	NOUN	PE
7575	vorreste	vorreste	VERB	VM
7576	occuperò	occuperare	VERB	V
7577	guarigione	guarigione	NOUN	S
7578	spot	spot	NOUN	S
7579	scotty	scotty	NOUN	S
7580	air	air	NOUN	SW
7581	precisa	precisare	VERB	V
7582	buttata	buttare	VERB	V
7583	ringrazia	ringraziare	VERB	V
7584	ascia	ascia	NOUN	S
7585	disegnato	disegnare	VERB	V
7586	aiutarli	aiutare li	VERB	V_PC
7587	vigliacco	vigliacco	ADJ	S
7588	kansas	Kansas	PROPN	SP
7589	moriro	Moriro	PROPN	SP
7590	olive	oliva	NOUN	S
7591	avvicini	avvicinare	VERB	V
7592	cestino	cestinare	NOUN	S
7593	distratto	distratre	VERB	V
7594	metterai	metterai	VERB	V
7595	intenso	intenso	ADJ	A
7596	circolazione	circolazione	NOUN	S
7597	rimaste	rimanere	VERB	V
7598	cambiati	cambiare	VERB	V
7599	calendario	calendario	NOUN	S
7600	insegno	insegno	NOUN	S
7601	differenti	differente	ADJ	A
7602	capiti	capire	VERB	V
7603	valsa	valsa	VERB	V
7604	soddisfazione	soddisfazione	NOUN	S
7605	claude	claude	PROPN	SP
7606	caverna	cavernare	NOUN	S
7607	rovinando	rovinare	VERB	V
7608	ognuna	ognuno	PRON	PI
7609	paranoico	paranoico	ADJ	A
7610	completato	completare	VERB	V
7611	vomitato	vomitare	VERB	V
7612	sorso	sorso	NOUN	S
7613	simone	simone	PROPN	SP
7614	frontiera	frontiera	NOUN	S
7615	jedi	jeda	NOUN	S
7616	defunto	defunto	NOUN	A
7617	profitti	profitto	NOUN	S
7618	profitto	profitto	NOUN	S
7619	perdonarmi	perdonare mi	VERB	V_PC
7620	rompe	rompe	VERB	V
7621	confraternita	confraternita	NOUN	S
7622	portatemi	portatemi	NOUN	V_PC
7623	semestre	semestre	NOUN	S
7624	accadde	accadde	VERB	V
7625	mosso	muovere	VERB	V
7626	elettorale	elettorale	ADJ	A
7627	ioni	ione	NOUN	S
7628	pugnalato	pugnalare	VERB	V
7629	razzo	razzo	NOUN	S
7630	intendeva	intendere	VERB	V
7631	sfigati	sfigato	ADJ	A
7632	psicologo	psicologo	NOUN	S
7633	jessie	Jessie	PROPN	SP
7634	volontari	volontario	NOUN	S
7635	scendo	scere	VERB	V
7636	scadenza	scadenza	NOUN	S
7637	bong	bong	NOUN	S
7638	chiedertelo	chiedertee lo	VERB	V_PC
7639	oriente	oriente	ADV	B
7640	gold	gold	ADJ	NO
7641	dimenticarlo	dimenticare lo	VERB	V_PC
7642	addestrato	addestrare	VERB	V
7643	nicholas	nicholas	NOUN	S
7644	estremo	estremo	ADJ	B
7645	rapida	rapido	ADJ	A
7646	ricchezza	ricchezza	NOUN	S
7647	homer	Homer	NOUN	S
7648	spiacevole	spiacevole	ADJ	A
7649	afferrato	afferrare	VERB	V
7650	procediamo	procedere	VERB	V
7651	comunista	comunista	ADJ	A
7652	spaventati	spaventare	VERB	V
7653	tenero	tenero	ADJ	A
7654	sophia	Sophia	NOUN	S
7655	avvicinarti	avvicinarre ti	VERB	V_PC
7656	turisti	turista	NOUN	S
7657	terrestre	terrestre	ADJ	A
7658	inseguendo	inseguere	VERB	V
7659	aziende	azienda	NOUN	S
7660	balle	balla	NOUN	S
7661	mortali	mortale	ADJ	S
7662	permettersi	permettere si	VERB	V_PC
7663	digitale	digitale	ADJ	A
7664	kenneth	Kenneth	PROPN	SP
7665	scherzavo	scherzare	VERB	V
7666	cavata	cavare	VERB	V
7667	luis	Luis	PROPN	SP
7668	rudy	rudy	NOUN	V_PC
7669	glieli	gli li	VERB	PC_PC
7670	dimentico	dimentico	ADJ	V
7671	macellaio	macellaio	NOUN	S
7672	what	What	NOUN	SW
7673	batterie	batteria	NOUN	S
7674	significare	significare	VERB	V
7675	conoscessi	conoscessare	VERB	V_PC
7676	intimi	intimo	ADJ	A
7677	capanno	capanno	NOUN	S
7678	punito	punire	VERB	V
7679	donatore	donatore	NOUN	S
7680	biologico	biologico	ADJ	A
7681	cospirazione	cospirazione	NOUN	S
7682	shin	shin	NOUN	SW
7683	lacey	Lacey	PROPN	SP
7684	picnic	picnic	NOUN	S
7685	barattolo	barattolo	NOUN	S
7686	attiva	attivo	ADJ	A
7687	pallida	pallido	ADJ	A
7688	saul	saul	X	SP
7689	wall	Wall	NOUN	S
7690	contratti	contrattare	VERB	V
7691	conduce	condurre	VERB	V
7692	trovavo	trovare	VERB	V
7693	negativa	negativo	ADJ	A
7694	ricominciamo	ricomincere	VERB	V
7695	mettimi	mettimi	VERB	V
7696	nsa	nsa	NOUN	S
7697	futura	futuro	ADJ	A
7698	cuccioli	cucciolo	NOUN	S
7699	derubato	derubare	VERB	V
7700	khan	Khan	PROPN	SP
7701	riferisci	riferire	VERB	V
7702	sopravvissuta	sopravvissuto	ADJ	S
7703	balli	ballo	NOUN	S
7704	manica	manica	NOUN	S
7705	piacevano	piacere	VERB	V
7706	mentirmi	mentirmo	NOUN	S
7707	vicine	vicino	ADJ	A
7708	critica	critico	NOUN	S
7709	miglio	miglio	NOUN	S
7710	nucleo	nucleo	NOUN	S
7711	faremmo	farere	VERB	V
7712	aumenta	aumentare	VERB	V
7713	app	app	NOUN	S
7714	verremo	verre	VERB	VA
7715	chiamalo	chiamalo	ADJ	V
7716	freno	freno	NOUN	S
7717	lingue	lingua	NOUN	S
7718	staccato	staccare	VERB	V
7719	rubando	rubare	VERB	V
7720	storico	storico	ADJ	A
7721	side	side	NOUN	SW
7722	inviti	invito	NOUN	S
7723	sostituire	sostituire	VERB	V
7724	vivian	vivian	NOUN	S
7725	illegali	illegale	ADJ	A
7726	passava	passare	VERB	V
7727	morfina	morfina	NOUN	S
7728	misteriosa	misterioso	ADJ	A
7729	crociera	crociera	NOUN	S
7730	arabo	arabo	NOUN	S
7731	immondizia	immondizia	NOUN	S
7732	corrispondenza	corrispondenza	NOUN	S
7733	benedetto	Benedetto	VERB	SP
7734	cercavi	cercavi	VERB	V_PC
7735	prepararmi	preparare mi	VERB	V_PC
7736	divina	idivin	DET	A
7737	vedessi	vedere	VERB	V
7738	ristoranti	ristorante	NOUN	S
7739	rodney	rodney	ADJ	A
7740	rischia	rischiare	VERB	V
7741	falco	falco	NOUN	S
7742	bonus	bonus	NOUN	S
7743	legna	legna	NOUN	S
7744	sembravi	sembravi	VERB	V
7745	twitter	twitter	X	SW
7746	usciremo	usciremo	VERB	V
7747	arrendo	arrere	VERB	V
7748	monitor	monitor	NOUN	S
7749	operativo	operativo	ADJ	A
7750	basa	basare	VERB	V
7751	toglimi	toglie mi	VERB	V_PC
7752	feccia	feccia	NOUN	S
7753	fort	Fort	X	SW
7754	chandler	chandler	DET	PQ
7755	braccialetto	Braccialetto	NOUN	S
7756	pulizia	pulizia	NOUN	S
7757	audio	audio	ADJ	S
7758	privati	privare	ADJ	V
7759	trasforma	trasformare	VERB	V
7760	esposto	esporre	VERB	V
7761	odiava	odiare	VERB	V
7762	sidney	sidney	NOUN	S
7763	baciami	Baciami	NOUN	S
7764	mercedes	mercedes	PROPN	SP
7765	aggredita	aggredire	VERB	V
7766	occuparti	occupare ti	VERB	V_PC
7767	cristiano	cristiano	NOUN	A
7768	nude	nudo	ADJ	A
7769	privilegio	privilegio	NOUN	S
7770	attraversando	attraversare	VERB	V
7771	ironia	ironia	NOUN	S
7772	smoking	smoking	NOUN	S
7773	manzo	manzo	NOUN	S
7774	song	song	NOUN	S
7775	hugo	Hugo	PROPN	SP
7776	ricevimento	ricevimento	NOUN	S
7777	gemelle	Gemelle	PROPN	SP
7778	cocco	cocco	NOUN	S
7779	mandiamo	mandare	VERB	V
7780	preparate	preparare	VERB	V
7781	abuso	abuso	NOUN	S
7782	sciocchezza	sciocchezza	NOUN	S
7783	straordinari	straordinario	NOUN	S
7784	ferie	feria	NOUN	S
7785	posizioni	posizione	NOUN	S
7786	affinche	affinche	VERB	V_PC
7787	freni	freno	NOUN	S
7788	papa'	Papa	NOUN	S
7789	protesta	protestare	VERB	V
7790	cagnolino	cagnolino	NOUN	S
7791	telefonare	telefonare	VERB	V
7792	quaranta	quaranta	NUM	N
7793	legga	Legga	VERB	V
7794	cantiere	cantiere	NOUN	S
7795	tradizionale	tradizionale	ADJ	A
7796	tradita	tradire	VERB	V
7797	secchio	secchio	NOUN	S
7798	assunta	assunta	VERB	V_PC
7799	finirla	finire lo	VERB	V_PC
7800	bauer	Bauer	PROPN	SP
7801	toglietevi	toglietevi	VERB	V_PC
7802	frammenti	frammento	NOUN	S
7803	creata	creare	VERB	V
7804	lasceranno	Lasceranno	VERB	V
7805	forbici	forbico	NOUN	S
7806	batti	batto	NOUN	S
7807	vaccino	vaccino	NOUN	S
7808	individuo	individuo	NOUN	S
7809	segrete	segreto	ADJ	A
7810	hills	Hills	PROPN	SP
7811	applausi	applauso	NOUN	S
7812	insetto	insetto	NOUN	S
7813	ucciderli	uccidere li	VERB	V_PC
7814	pope	Pope	NOUN	S
7815	fammelo	fammelo	ADJ	A
7816	bum	bum	NOUN	S
7817	palude	palude	NOUN	S
7818	scusare	scusare	VERB	V
7819	zucca	zucca	NOUN	S
7820	carrello	carrello	NOUN	S
7821	scuro	scuro	ADJ	A
7822	esibizione	esibizione	NOUN	S
7823	mais	mais	NOUN	S
7824	investire	investire	VERB	V
7825	ezra	ezra	ADP	SP
7826	continueremo	continuare	VERB	V
7827	fitz	Fitz	NOUN	S
7828	strip	strip	NOUN	S
7829	creatore	creatore	NOUN	S
7830	ringraziarmi	ringraziare mi	VERB	V_PC
7831	benessere	benessere	NOUN	S
7832	raramente	raramente	ADV	B
7833	lava	lavare	VERB	V
7834	estrema	estremo	ADJ	A
7835	armate	armare	VERB	V
7836	life	Life	NOUN	SW
7837	completare	completare	VERB	V
7838	interruzione	interruzione	NOUN	S
7839	crescono	crescere	VERB	V
7840	conclusioni	conclusione	NOUN	S
7841	sposarlo	sposare lo	VERB	V_PC
7842	arancia	arancia	NOUN	S
7843	coppa	coppa	NOUN	S
7844	giornate	giornata	NOUN	S
7845	celebrare	celebrare	VERB	V
7846	disciplina	disciplinare	VERB	V
7847	schifosa	schifoso	ADJ	A
7848	fedeli	fedele	ADJ	A
7849	alberto	Alberto	PROPN	SP
7850	seguiamo	seguire	VERB	V
7851	risparmiato	risparmiare	VERB	V
7852	fran	Fran	PROPN	SP
7853	particelle	particella	NOUN	S
7854	kathy	Kathy	NOUN	SW
7855	terrorismo	terrorismo	NOUN	S
7856	marca	marca	NOUN	S
7857	dessert	dessert	NOUN	S
7858	tedesca	tedesco	ADJ	A
7859	cass	cass	X	S
7860	terrificante	terrificante	ADJ	A
7861	guardarla	guardare la	VERB	V_PC
7862	men	meno	ADV	B
7863	costantemente	costantemente	ADV	B
7864	sonny	sonny	NOUN	S
7865	venivo	venire	VERB	VA
7866	mandy	mandy	NOUN	S
7867	richiamare	richiamare	VERB	V
7868	nucleari	nucleare	ADJ	A
7869	riguardano	riguardare	VERB	V
7870	quarantena	quaranteno	NOUN	B
7871	evitarlo	evitare lo	VERB	V_PC
7872	gi	gi	PROPN	SP
7873	mina	Mina	VERB	SP
7874	premuto	premuto	NOUN	S
7875	modelli	modello	NOUN	S
7876	condizionata	condizionare	VERB	V
7877	terapista	terapista	NOUN	S
7878	visitatori	visitatore	NOUN	S
7879	violenti	violento	ADJ	A
7880	just	Just	X	SW
7881	indossando	indossare	VERB	V
7882	facessimo	facessimo	VERB	V
7883	onnipotente	onnipotente	ADJ	A
7884	federazione	federazione	NOUN	S
7885	baxter	Baxter	NOUN	S
7886	favori	favore	NOUN	S
7887	durare	durare	VERB	V
7888	attende	attendere	VERB	V
7889	merlino	Merlino	NOUN	S
7890	osservando	osservare	VERB	V
7891	concentrazione	concentrazione	NOUN	S
7892	voli	volo	NOUN	S
7893	insopportabile	insopportabile	ADJ	A
7894	essenziale	essenziale	ADJ	A
7895	incrocio	incrocio	NOUN	S
7896	crollare	crollare	VERB	V
7897	damien	damieno	NOUN	S
7898	glen	glen	PROPN	SP
7899	chan	chan	NOUN	S
7900	menta	mentare	VERB	V
7901	joshua	joshua	NOUN	S
7902	rilevato	rilevare	VERB	V
7903	tranquillamente	tranquillamente	ADV	B
7904	sal	sal	PROPN	SP
7905	caserma	Caserma	NOUN	S
7906	ahia	ahia	NOUN	SP
7907	dorothy	dorothy	PROPN	PI
7908	camminando	camminare	VERB	V
7909	attrazione	attrazione	NOUN	S
7910	scesa	scendere	VERB	V
7911	briggs	briggs	PROPN	SW
7912	patti	patto	NOUN	S
7913	tessera	tessera	NOUN	S
7914	bert	Bert	PROPN	SP
7915	peyton	peyton	VERB	SP
7916	apparteneva	appartenere	VERB	V
7917	metteranno	mettere	VERB	V
7918	darren	darrenre	VERB	V
7919	terrorizzata	terrorizzare	VERB	V
7920	shirley	shirley	ADJ	A
7921	vederle	vedere le	VERB	V_PC
7922	cosciente	cosciente	ADJ	A
7923	utilizzare	utilizzare	VERB	V
7924	descrivere	descrivere	VERB	V
7925	portarle	portare le	VERB	V_PC
7926	marciapiede	marciapiede	NOUN	S
7927	maleducato	maleducato	ADJ	A
7928	facciate	facciate	VERB	V
7929	rientra	rientrare	VERB	V
7930	tenersi	tenere si	VERB	V_PC
7931	spinge	spingere	VERB	V
7932	divertirmi	divertire mi	VERB	V_PC
7933	steso	stendere	VERB	V
7934	proteggerlo	proteggere lo	VERB	V_PC
7935	arrivasse	arrivare	VERB	V
7936	hee	hee	PROPN	SP
7937	furia	furia	NOUN	S
7938	ferrovia	ferrovia	NOUN	S
7939	afferma	affermare	VERB	V
7940	chiuda	chiudere	VERB	V
7941	jj	jj	PRON	S
7942	assicurarci	assicurare ci	VERB	V_PC
7943	domicilio	domicilio	NOUN	S
7944	kat	Kat	PROPN	SP
7945	tartaruga	tartaruga	NOUN	S
7946	rovinata	rovinare	VERB	V
7947	sushi	sushi	NOUN	S
7948	evitando	evitare	VERB	V
7949	casinò	casinò	NOUN	S
7950	oz	oz	NOUN	S
7951	pericolose	pericoloso	ADJ	A
7952	apocalisse	apocalisse	NOUN	S
7953	corriere	Corriere	PROPN	SP
7954	shelly	shelly	NOUN	S
7955	sacchi	sacco	NOUN	S
7956	diecimila	diecimila	NUM	N
7957	uccidilo	uccidie lo	ADJ	V_PC
7958	schemi	schema	NOUN	S
7959	risonanza	risonanza	NOUN	S
7960	pietro	pietro	PROPN	SP
7961	provviste	provvedere	VERB	V
7962	voltare	voltare	VERB	V
7963	pos	pos	NOUN	S
7964	mandero	manderere	VERB	V
7965	valutare	valutare	VERB	V
7966	frasi	frase	NOUN	S
7967	brendan	Brendan	ADJ	A
7968	uva	uva	NOUN	S
7969	curiosità	curiosità	NOUN	S
7970	lotto	lotto	NOUN	S
7971	parata	parata	NOUN	S
7972	passeggero	passeggero	NOUN	S
7973	vincente	vincente	ADJ	A
7974	svenuta	svenere	VERB	V
7975	seguono	seguire	VERB	V
7976	sbrigare	sbrigare	VERB	V
7977	price	price	ADJ	S
7978	materiali	materiale	NOUN	S
7979	immigrazione	immigrazione	NOUN	S
7980	pubbliche	pubblico	ADJ	A
7981	appartengono	appartenere	VERB	V
7982	brandy	brandy	NOUN	S
7983	letteratura	letteratura	NOUN	S
7984	hart	Hart	PROPN	SP
7985	immaginate	immaginare	VERB	V
7986	marcel	Marcel	PROPN	SP
7987	archivi	archivio	NOUN	S
7988	eternità	eternità	NOUN	S
7989	addetto	addetto	NOUN	S
7990	k	k	NOUN	S
7991	vantaggi	vantaggio	NOUN	S
7992	sparano	sparare	VERB	V
7993	gialla	gia il	ADJ	E_RD
7994	hayley	hayley	PROPN	SP
7995	guarito	guarire	VERB	V
7996	shannon	shannon	NOUN	S
7997	vendi	vendere	VERB	V
7998	salvati	salvare	VERB	V
7999	medicinali	medicinale	NOUN	S
8000	ucciderebbe	uccidere	VERB	V
8001	fazzoletto	fazzolere	NOUN	S
8002	rafael	Rafael	ADJ	A
8003	bond	bond	NOUN	S
8004	maresciallo	maresciallo	NOUN	S
8005	crack	crack	NOUN	S
8006	consegne	consegna	NOUN	S
8007	evans	Evans	NOUN	S
8008	doverlo	dovere lo	VERB	V_PC
8009	verdure	verdura	NOUN	S
8010	chiedermelo	chiedermee lo	VERB	V_PC
8011	dani	dani	PROPN	SP
8012	cynthia	cynthia	NOUN	S
8013	fritto	fritto	NOUN	S
8014	stevens	stevens	PROPN	SP
8015	noti	noto	ADJ	A
8016	mentali	mentale	ADJ	S
8017	siedo	siedere	VERB	V
8018	personalita	personalita	NOUN	S
8019	scopra	scoprire	VERB	V
8020	convivere	convivere	VERB	V
8021	generosa	generoso	ADJ	A
8022	aids	Aids	PROPN	SP
8023	lori	lore	NOUN	S
8024	perquisizione	perquisizione	NOUN	S
8025	mariti	marito	NOUN	S
8026	good	goode	NOUN	SW
8027	critico	critico	NOUN	S
8028	rendendo	rendere	VERB	V
8029	water	water	NOUN	S
8030	stewart	Stewart	NOUN	SP
8031	now	now	ADJ	A
8032	cera	cera	NOUN	S
8033	delinquente	delinquente	ADV	B
8034	divino	divino	ADV	B
8035	piattaforma	piattaforma	NOUN	S
8036	riuscira	riuscirare	VERB	V
8037	pagherai	paghere ai	VERB	V_PC
8038	conversazioni	conversazione	NOUN	S
8039	lavorate	lavorare	VERB	V
8040	lividi	livido	NOUN	B
8041	pullman	pullman	NOUN	S
8042	stronzetto	stronzetto	NOUN	B
8043	muovermi	muovere mi	VERB	V_PC
8044	signorine	signorina	NOUN	S
8045	phoenix	Phoenix	PROPN	SP
8046	sostituto	sostituto	NOUN	S
8047	fumetti	fumetto	ADJ	A
8048	dovessero	dovere	VERB	VM
8049	graffio	graffio	NOUN	S
8050	isole	isola	NOUN	S
8051	sceglie	scegliere	VERB	V
8052	missioni	missione	NOUN	S
8053	donazione	donazione	NOUN	S
8054	griglia	griglia	NOUN	S
8055	lasciaci	lasciaci	VERB	V_PC
8056	fascicoli	fascicolo	NOUN	S
8057	prestare	prestare	VERB	V
8058	strappo	strappo	NOUN	S
8059	ops	ops	NOUN	SP
8060	christina	Christina	PROPN	SP
8061	pressioni	pressione	NOUN	S
8062	spiegherebbe	spiegheere	VERB	V
8063	selvaggi	selvaggio	NOUN	A
8064	percentuale	percentuale	NOUN	S
8065	succederebbe	succedare	VERB	V
8066	gravemente	gravemente	ADV	B
8067	suggerimento	suggerimento	NOUN	S
8068	bennet	Bennet	NOUN	S
8069	definire	definire	VERB	V
8070	roberts	Roberts	PROPN	SP
8071	manderò	mandere	VERB	V
8072	odiato	odiare	VERB	V
8073	fienile	fienile	NOUN	S
8074	competere	competere	VERB	V
8075	thor	thor	NOUN	SP
8076	choi	choi	NOUN	S
8077	facciamola	facciamolare	VERB	V
8078	granché	granché	PRON	PE
8079	nonni	nonno	NOUN	S
8080	litigio	litigio	NOUN	S
8081	tubi	tubo	NOUN	S
8082	ripulito	ripulire	VERB	V
8083	camille	Camille	NOUN	S
8084	preparazione	preparazione	NOUN	S
8085	brasile	Brasile	PROPN	SP
8086	chiameremo	chiamare	VERB	V
8087	colpiti	colpire	VERB	V
8088	difetti	difetto	NOUN	S
8089	avergli	averge li	VERB	V_PC
8090	americane	americano	ADJ	A
8091	sufficienti	sufficiente	ADJ	A
8092	inventata	inventare	VERB	V
8093	fi	fi	NOUN	S
8094	arizona	arizona	NOUN	S
8095	editore	editore	NOUN	S
8096	provocare	provocare	VERB	V
8097	drogata	drogare	VERB	V
8098	cominciano	cominciare	VERB	V
8099	musicista	musicista	NOUN	S
8100	lavorarci	lavorare ci	VERB	V_PC
8101	lasciarli	lasciare li	VERB	V_PC
8102	crollo	crollo	NOUN	S
8103	scoppiare	scoppiare	VERB	V
8104	granche	granca	NOUN	S
8105	prendertela	prendertere la	VERB	V_PC
8106	seguite	seguire	VERB	V
8107	evoluzione	evoluzione	NOUN	S
8108	mills	Mills	ADJ	SP
8109	esther	esther	NOUN	SW
8110	picchiata	picchiare	NOUN	S
8111	soddisfare	soddisfare	VERB	V
8112	ragazzine	ragazzino	NOUN	S
8113	cambiarmi	cambiare mi	VERB	V_PC
8114	osserva	osservare	VERB	V
8115	dante	dante	ADJ	S
8116	risalire	risalire	VERB	V
8117	pasticcio	pasticcio	NOUN	S
8118	tirati	tirare	VERB	V
8119	libreria	libreria	NOUN	S
8120	aspettero	aspettero	VERB	V
8121	nobili	nobile	ADJ	A
8122	aggressivo	aggressivo	ADJ	A
8123	chilo	chilo	NOUN	S
8124	perla	perla	NOUN	S
8125	einstein	einstein	PROPN	SP
8126	restera	restere	NOUN	S
8127	legare	legare	VERB	V
8128	bastava	bastare	VERB	V
8129	manutenzione	manutenzione	NOUN	S
8130	rimase	rimanere	VERB	V
8131	portarvi	portare vi	VERB	V_B
8132	notturno	notturno	ADJ	A
8133	nascoste	nascosto	VERB	V
8134	whiskey	Whiskey	NOUN	S
8135	definito	definire	VERB	V
8136	armatura	armatura	NOUN	S
8137	agnello	agnello	NOUN	S
8138	bordello	Bordello	NOUN	S
8139	farsa	farsa	NOUN	S
8140	mantieni	mantieni	VERB	V
