rank,verb,collocations,ru
6720,domandare,domandare aiuto;domandare chiarimenti;domandare il permesso;domandare il prezzo;domandare informazioni;domandare l'attenzione;domandare perdono;domandare pietà;domandare scusa;domandare spiegazioni,спрашивать/просить
6726,ripulire,fare una ripulita;ripulire i pavimenti;ripulire il computer;ripulire il giardino;ripulire l'ambiente;ripulire la casa;ripulire la cucina;ripulire la scrivania;ripulire le strade,очищать/убирать
6728,detenere,detenere i documenti;detenere i fondi;detenere il controllo;detenere il monopolio;detenere il potere;detenere la prova;detenere un segreto;detenere una posizione;essere detenuto,содержать под стражей/владеть/удерживать
6743,conquistare,conquistare il cuore;conquistare il potere;conquistare il successo;conquistare la fiducia;conquistare la gloria;conquistare la libertà;conquistare nuovi mercati;conquistare un premio;conquistare un territorio;conquistare una vittoria,завоёвывать/покорять/завоевать
6746,scorrere,il tempo scorre;scorrere i dati;scorrere la lista;scorrere la pagina;scorrere le notizie;scorrere velocemente,протекать/прокручивать/течь
6748,agitare,agitare il corpo;agitare il pennello;agitare la folla;agitare le acque;agitare le mani;agitare un dubbio;agitare una questione;rimanere agitato;sentirsi agitato,волновать/встряхивать/тревожить
6751,interrogare,essere interrogato dalla polizia;interrogare gli alunni;interrogare i presenti;interrogare un detenuto;interrogare un esperto;interrogare un indagato;interrogare un sospettato;interrogare un testimone;venire interrogato intensamente,допрашивать/спрашивать
6753,avvenire,,происходить/случаться
6763,segnare,essere segnato dal destino;segnare i risultati;segnare il confine;segnare il passo;segnare il tempo;segnare il territorio;segnare la strada;segnare un gol;segnare un punto;segnare una data,отмечать/знаменовать/записывать
6782,ammirare,ammirare i risultati;ammirare il coraggio;ammirare il panorama;ammirare la bellezza;ammirare la natura;ammirare lo stile;ammirare un artista;ammirare un gesto;ammirare un quadro;ammirare una persona,восхищаться/любоваться
6790,proseguire,proseguire i lavori;proseguire il cammino;proseguire il lavoro;proseguire il viaggio;proseguire l'attività;proseguire l'esame;proseguire la conversazione;proseguire la discussione;proseguire la ricerca;proseguire lo studio,продолжать/продолжаться
6812,sollevare,sentirsi sollevato;sollevare fondi;sollevare l'argomento;sollevare polemiche;sollevare polvere;sollevare sospetti;sollevare un dubbio;sollevare un peso;sollevare un problema;sollevare una questione,поднимать/облегчать
6814,bussare,bussare alla finestra;bussare alla porta;bussare con insistenza;bussare forte;bussare nervosamente;bussare piano;bussare timidamente;continuare a bussare;sentire qualcuno bussare;smettere di bussare,стучать/постучать
6838,donare,donare beni materiali;donare denaro;donare generosamente;donare la vita;donare opere d'arte;donare organi;donare sangue;donare tutto il necessario;donare un oggetto;donare una somma,дарить/жертвовать/донорствовать
6841,peggiorare,peggiorare il tempo;peggiorare la condizione;peggiorare la salute;peggiorare la situazione;peggiorare la vista;peggiorare le cose,ухудшать/ухудшаться
6851,negoziare,negoziare con il nemico;negoziare i prezzi;negoziare i termini;negoziare la pace;negoziare le condizioni;negoziare un accordo;negoziare un contratto;negoziare una tregua;negoziare uno stipendio,вести переговоры/договариваться
6870,estrarre,estrarre denaro;estrarre i denti;estrarre il succo;estrarre informazioni;estrarre l'essenza;estrarre un campione;estrarre un dato;estrarre un file;estrarre un reperto,извлекать/добывать
6872,provocare,provocare conseguenze;provocare dolore;provocare incidenti;provocare problemi;provocare rabbia;provocare scandalo;provocare sospetti;provocare un conflitto;provocare una discussione;provocare una reazione,провоцировать/вызывать
6882,versare,versare denaro;versare fondi;versare il latte;versare il sangue;versare il vino;versare l'acqua;versare lacrime;versare olio;versare un caffè;versare una somma,наливать/лить/выплачивать
6890,dipingere,dipingere colori vivaci;dipingere con i pennelli;dipingere la realtà;dipingere le pareti;dipingere un autoritratto;dipingere un paesaggio;dipingere un quadro;dipingere un ritratto;dipingere un sogno;dipingere una tela,рисовать/писать красками
6899,sfruttare,sfruttare i dati;sfruttare il lavoro altrui;sfruttare l'energia;sfruttare la tecnologia;sfruttare le potenzialità;sfruttare le risorse;sfruttare ogni momento;sfruttare un vantaggio;sfruttare un'opportunità;sfruttare una situazione,эксплуатировать/использовать
6934,eseguire,eseguire un brano;eseguire un comando;eseguire un compito;eseguire un ordine;eseguire un piano;eseguire un programma;eseguire un test;eseguire un'operazione;eseguire una manovra;eseguire una sentenza,выполнять/исполнять
6953,atterrare,atterrare bruscamente;atterrare con difficoltà;atterrare d'emergenza;atterrare in modo dolce;atterrare in pista;atterrare in sicurezza;atterrare senza problemi;atterrare su un campo,приземляться/сажать
6987,sviluppare,sviluppare nuove strategie;sviluppare un piano;sviluppare un potenziale;sviluppare un problema;sviluppare un progetto;sviluppare un software;sviluppare un talento;sviluppare un'idea;sviluppare una malattia;sviluppare una teoria,развивать/разрабатывать
6998,cagare,cagare a caso;cagare forte;cagare male;cagare sotto;cagare tutto;cagare un sacco,какать/срать
7010,ragionare,ragionare ad alta voce;ragionare con calma;ragionare con prudenza;ragionare con qualcuno;ragionare con senso critico;ragionare correttamente;ragionare in modo logico;ragionare lucidamente;ragionare per punti;ragionare su un problema,рассуждать/размышлять
7020,comparire,comparire all'improvviso;comparire dal nulla;comparire in scena;comparire in televisione;comparire nei documenti;comparire nel cielo;comparire nell'elenco;comparire sulla lista;comparire sullo schermo;comparire tra la folla,появляться
7026,rimottere,rimosso con forza;rimosso dall'incarico;rimosso dalla carica;rimosso il dubbio;rimosso il problema;rimosso l'ostacolo,устранять/снимать/перемещать
7034,onorare,essere onorato di;onorare i genitori;onorare il defunto;onorare la memoria;onorare la tradizione;onorare un accordo;onorare un impegno;onorare un merito;onorare un patto;onorare una promessa,чтить/удостаивать/выполнять
7048,terminare,terminare i lavori;terminare il compito;terminare il contratto;terminare il corso;terminare l'opera;terminare la cena;terminare la corsa;terminare la scuola;terminare un rapporto;terminare una discussione,заканчивать/завершать
7066,appendere,appendere i vestiti;appendere le chiavi;appendere un annuncio;appendere un cappotto;appendere un cartello;appendere un orologio;appendere un quadro;appendere una foto;rimanere appeso;tenere appeso,вешать/подвешивать
7086,inserire,inserire i dati;inserire il codice;inserire la spina;inserire un annuncio;inserire un commento;inserire un elemento;inserire un termine;inserire una chiave;inserire una clausola;inserire una virgola,вставлять/включать/вводить
7117,sanguinare,cominciare a sanguinare;continuare a sanguinare;iniziare a sanguinare;sanguinare abbondantemente;sanguinare profusamente;smettere di sanguinare,кровоточить/истекать кровью
7144,riferire,riferire con precisione;riferire correttamente;riferire dettagliatamente;riferire i fatti;riferire il verbale;riferire la notizia;riferire le testimonianze;riferire quanto accaduto;riferire un segreto,сообщать/докладывать
7147,intrappolare,essere intrappolato;essere rimasti intrappolati;restare intrappolati;rimanere intrappolato;sentirsi intrappolato;venire intrappolato,ловить в ловушку/запирать
7155,piovere,piove a catinelle;piove forte;piovono a dirotto,идти/лить
7194,destinare,destinare denaro;destinare fondi;destinare i beni;destinare i proventi;destinare quote;destinare risorse;destinare spazio;destinare tempo;destinare un ufficio;essere destinato a,предназначать/направлять
7215,vigilare,vigilare attentamente;vigilare con attenzione;vigilare costantemente;vigilare sugli accessi;vigilare sui confini;vigilare sul rispetto;vigilare sul territorio;vigilare sulla sicurezza;vigilare sulla situazione;vigilare sulle attività,бдить/охранять/наблюдать
7218,terrorizzare,essere terrorizzato dal buio;essere terrorizzato dalla folla;sentirsi terrorizzato;terrorizzare i cittadini;terrorizzare il pubblico;terrorizzare la popolazione;terrorizzare le vittime;una folla terrorizzata,терроризировать/устрашать
7259,danneggiare,danneggiare i capelli;danneggiare il motore;danneggiare l'ambiente;danneggiare l'economia;danneggiare la reputazione;danneggiare la salute;danneggiare la struttura;danneggiare la vista;danneggiare un rapporto,повреждать/наносить ущерб
